adsh,ddate,Assets,AssetsCurrent,CashAndCashEquivalentsAtCarryingValue,InterestExpense,Liabilities,LiabilitiesCurrent,LongTermDebtNoncurrent,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,OperatingIncomeLoss,PaymentsToAcquirePropertyPlantAndEquipment,Revenues,StockholdersEquity,current_ratio,cash_ratio,debt_to_equity,debt_to_assets,net_profit_margin,return_on_assets,return_on_equity,free_cash_flow,operating_cf_ratio,risk_score,risk_category
0001104659-24-059758,20231231,1953100000.0,14520073.0,3638000000.0,1277965.0,16131800000.0,12204998.0,107203000.0,4909000000.0,217000000.0,-1630000.0,1020572.5,10567300000.0,-3128700000.0,0.8311600980251587,0.2999388915531042,-1.8174387837598498,8.259587322717731,0.02053504679530249,0.11110542214940351,-0.0693578802697606,-1621403.0,0.3043057811279584,-0.514316753244384,0
0001104659-24-061570,20221231,11212039.0,53880204.0,283131542.0,24130024.0,1131988792.0,17699203.0,107203000.0,-13900.0,-263353561.0,-30748316.0,1020572.5,153519012.0,-69887101.0,1.3972878105491762,2.8330281873064025,-2.8447577621874824,100.96190282606045,-1.715445908419473,-23.488462803242122,3.7682713581151406,-1621403.0,-1.2279273521287656e-05,-4.27801266779139,0
0001104659-24-061570,20231231,201937156.0,2566273.0,129243923.0,28825082.0,28200896.0,838162633.0,107203000.0,-10345629.0,-721263.0,-1962954.0,1020572.5,14825366.0,-33728814.0,0.0030571063574549398,0.14340668284900976,-0.6076475453545792,0.13965184297237504,-0.04865060329707881,-0.0035717201048429147,0.02138417911759364,-1621403.0,-0.3668546205056747,1.0069137344360357,2
0001104659-24-061925,20221231,78026000.0,35336000.0,137000.0,-60000.0,33676000.0,24898000.0,107203000.0,-63561000.0,-155415000.0,4591000.0,13782000.0,17580000.0,53128000.0,0.8834494979778503,0.005487366822313887,0.49094860731541423,0.43159972316920003,-8.840443686006825,-1.9918360546484506,-2.925293630477338,-77343000.0,-1.8874272478916736,0.58306505395352,1
0001104659-24-061925,20231231,35931000.0,33856000.0,3244000.0,1277965.0,47464000.0,10799000.0,107203000.0,-28413000.0,-28710000.0,-2643000.0,1428000.0,33482000.0,25132000.0,1.4195127458852266,0.2626705137354205,1.0607678893534536,1.320976315716234,-0.8574756585628098,-0.7990314769975787,-1.1423682954002865,-29841000.0,-0.5986221136018878,-0.3038918385964055,1
0001104659-24-067123,20230228,1423386000.0,565267000.0,2021927000.0,1277965.0,903441000.0,663093000.0,107203000.0,7358000.0,-135612000.0,-90730000.0,110326000.0,853629000.0,3844643000.0,0.6165199735113773,1.3985282038628455,0.21106041745795007,0.6347125797218744,-0.15886526816685,-0.09527422638693932,-0.03527297593040498,-102968000.0,0.008144416735569893,-1.3444238997444355,0
0001104659-24-067123,20240229,1795434000.0,3699174000.0,2208756000.0,1277965.0,1289185000.0,1082218000.0,107203000.0,306172000.0,-3573000.0,-69229000.0,112737000.0,1490440000.0,3662098000.0,1.485719078624855,1.112170930722508,0.3016105276885224,0.7180353051128585,-0.002397278655967365,-0.001990048088651546,-0.0009756702305618255,193435000.0,0.23749267948354968,-2.122568298253997,0
0001104659-24-099429,20221231,5400000.0,14520073.0,3329300000.0,1277965.0,42200000.0,12204998.0,107203000.0,3470800000.0,4617300000.0,-1630000.0,1020572.5,36915100000.0,1284700000.0,0.8311600980251587,0.2999388915531042,0.03232016650482679,7.814814814814815,0.12507889725342747,855.0555555555555,3.5940686541605045,-1621403.0,82.24644549763033,-0.7422728800112968,0
0001104659-24-099429,20231231,874700000.0,14520073.0,64900000.0,1277965.0,16131800000.0,12204998.0,107203000.0,4909000000.0,217000000.0,-1630000.0,1020572.5,407100000.0,892500000.0,0.8311600980251587,0.2999388915531042,2.948370500512759,18.442666056933806,0.5330385654630312,0.24808505773408027,0.24313725490196078,-1621403.0,0.3043057811279584,1.1429340681828368,2
0001104659-24-099430,20221231,6483300000.0,14520073.0,14200000.0,1277965.0,12335400000.0,12204998.0,107203000.0,3470800000.0,4617300000.0,-1630000.0,1020572.5,14770300000.0,1284700000.0,0.8311600980251587,0.2999388915531042,2.361021414782892,1.9026421729674703,0.3126070560516713,0.7121836101985101,3.5940686541605045,-1621403.0,0.2813690678859218,0.7446292135864542,2
0001104659-24-099430,20231231,4743400000.0,14520073.0,3638000000.0,1277965.0,16131800000.0,12204998.0,107203000.0,4909000000.0,217000000.0,-1630000.0,1020572.5,2555900000.0,16200000.0,0.8311600980251587,0.2999388915531042,6.904540239734493,3.4008938735927816,0.0849016002191009,0.04574777585698023,13.395061728395062,-1621403.0,0.3043057811279584,2.221492726433484,2
0001104659-24-104799,20221231,201454300000.0,14520073.0,14200000.0,1277965.0,233932500000.0,12204998.0,107203000.0,3470800000.0,4617300000.0,-1630000.0,1020572.5,36915100000.0,-5938800000.0,0.8311600980251587,0.2999388915531042,-3.6985954367448337,1.1612186982357786,0.12507889725342747,0.022919838395109957,-0.7774802990503132,-1621403.0,0.014836758466651705,-1.2074945449598293,0
0001104659-24-104799,20231231,5397800000.0,14520073.0,3638000000.0,1277965.0,20900000.0,12204998.0,107203000.0,4909000000.0,217000000.0,-1630000.0,1020572.5,10567300000.0,-6100000.0,0.8311600980251587,0.2999388915531042,-1.4875480948250634,0.0038719478305976507,0.02053504679530249,0.04020156359998518,-35.57377049180328,-1621403.0,234.8803827751196,-0.5327879621954064,0
0001104659-24-104801,20221231,689600000.0,14520073.0,14200000.0,1277965.0,41800000.0,12204998.0,107203000.0,3470800000.0,4617300000.0,-1630000.0,1020572.5,14770300000.0,1284700000.0,0.8311600980251587,0.2999388915531042,0.03201866654023036,0.060614849187935034,0.3126070560516713,6.695620649651972,3.5940686541605045,-1621403.0,83.03349282296651,-0.03832850974365523,1
0001104659-24-104801,20231231,259770100000.0,14520073.0,3638000000.0,1277965.0,63000000.0,12204998.0,107203000.0,4909000000.0,217000000.0,-1630000.0,1020572.5,407100000.0,8115800000.0,0.8311600980251587,0.2999388915531042,0.007732661607953403,0.00024252213784419378,0.5330385654630312,0.000835354030352223,0.026737967914438502,-1621403.0,77.92063492063492,-0.04016863038559511,1
0001104659-25-003029,20221231,3972307.0,4662762.0,5938.0,1277965.0,11439535.0,7840512.0,3214849.0,-1633631.0,-3539881.0,-1928390.0,18298.0,15441315.0,-8054804.0,0.46668639166078696,0.0007570618560317909,-0.8838554321096664,2.879821474020009,-0.2292473795139857,-0.8911398338547348,0.4394745049041541,-1651929.0,-0.14280571719042776,0.6214062588318041,1
0001104659-25-003029,20231231,13156473.0,7350415.0,1160000.0,1277965.0,22639037.0,21112000.0,1150000.0,-2446158.0,-9149666.0,-1624752.0,41771.0,19972239.0,14.0,0.29874284579878074,0.053488684950986194,11.811318463373299,1.7207527427753624,-0.45811919234493437,-0.6954497607375472,-653547.5714285715,-2487929.0,-0.10805044401844478,6.217170043073454,2
0001104659-25-029080,20231231,766440000.0,564075000.0,114660000.0,1277965.0,398018000.0,383739000.0,107203000.0,19906000.0,37688000.0,39245000.0,18235000.0,374929000.0,344464000.0,0.9041956464776831,0.26143832705522635,0.7680090422397869,0.519307447419237,0.10052036518914248,0.04917279891446167,0.10941056249709694,1671000.0,0.05001281349084715,0.18715212880183998,1
0001104659-25-029080,20241231,61040000.0,602638000.0,56961000.0,1277965.0,460790000.0,456482000.0,107203000.0,9776000.0,29979000.0,40255000.0,6343000.0,162741000.0,349569000.0,0.8416443848208479,0.11758975147764966,0.840776392273702,7.548984272608126,0.18421295186830608,0.49113695937090435,0.08575989289668134,3433000.0,0.021215738188762778,0.5972500428066014,1
0001104659-25-091717,20231231,9521251.0,9507320.0,12180000.0,1277965.0,7274904.0,6152108.0,107203000.0,-8604109.0,-6140730.0,-36531.0,1020572.5,839359.0,2522422.0,0.9342783763983752,0.2999388915531042,1.3568899402385028,0.7640701836344825,-7.315975643318294,-0.6449499125692622,-2.434457834573279,-1621403.0,-1.1827110020970724,0.28811202968094896,1
0001104659-25-091717,20241231,8915841.0,8828630.0,12180000.0,1277965.0,4848412.0,4848412.0,107203000.0,-8403618.0,-8266576.0,-4365034.0,1020572.5,119371.0,2514.0,1.0370674320890991,0.2999388915531042,7.565049783374125,0.5437974948184922,-69.25112464501429,-0.927178490509196,-3288.2163882259347,-1621403.0,-1.73327225491563,2.1771382496796954,2
0001104659-25-094655,20250630,60892833.0,34933938.0,7533690.0,1277965.0,67690281.0,41003400.0,107203000.0,822027.0,5750820.0,-4917281.0,1020572.5,10856612.0,135763445.0,0.616253510103922,0.16867325784976997,0.4045245920951335,1.1116296888338237,0.5297066893428631,0.09444165621264493,0.04235911957007278,-1621403.0,0.012143944268749601,0.5698801867158864,1
0001104659-25-108474,20250630,60892833.0,34933938.0,7533690.0,1277965.0,67690281.0,41003400.0,107203000.0,822027.0,5750293.0,-4917281.0,1020572.5,10856612.0,-6797448.0,0.616253510103922,0.16867325784976997,-2.394087152785752,1.1116296888338237,0.529658147495738,0.09443300166375902,-0.8459488031390604,-1621403.0,0.012143944268749601,-0.3276996812730794,1
0001104659-25-108693,20231231,12058000000.0,4508000000.0,693000000.0,527000000.0,12128000000.0,2918000000.0,8751000000.0,799000000.0,1023000000.0,-1630000.0,251000000.0,6263000000.0,-70000000.0,0.9340889056542945,0.21308629219472677,-5.160532040807043,1.0058052745065518,0.16334025227526744,0.08483994028860507,-14.614285714285714,548000000.0,0.06588060686015831,-2.0633020686681562,0
0001104659-25-108693,20241231,13101000000.0,4348000000.0,675000000.0,520000000.0,12629000000.0,2718000000.0,8860000000.0,939000000.0,864000000.0,-1630000.0,175000000.0,6403000000.0,472000000.0,0.9553982332080015,0.2218181700731411,3.3234648565681155,0.9639722158613846,0.13493674839918787,0.06594916418594,1.8305084745762712,764000000.0,0.07435268033890252,0.4619254301281011,1
0001104659-25-114997,20231231,947011000.0,320351000.0,86123000.0,1277965.0,563114000.0,214808000.0,107203000.0,-9991000.0,-179721000.0,-205919000.0,979000.0,50015000.0,383897000.0,0.9128192931145984,0.3371363967008871,0.902936421305734,0.5946224489472667,-3.59334199740078,-0.18977709868206388,-0.46814900871848436,-10970000.0,-0.017742410950535772,0.11325205075316902,1
0001104659-25-114997,20241231,838840000.0,295914000.0,65087000.0,1277965.0,491928000.0,211235000.0,107203000.0,3585000.0,-28756000.0,-34426000.0,4802000.0,30676000.0,346912000.0,0.8758335882177627,0.2685955945580354,0.8829488395840372,0.5864384149539841,-0.9374103533707132,-0.03428067331076248,-0.08289133843741352,-1217000.0,0.007287651851490462,0.2501016063079524,1
0001104659-25-116417,20250630,60892833.0,34933938.0,7533690.0,1277965.0,67690281.0,41003400.0,107203000.0,822027.0,5750293.0,-4917281.0,1020572.5,10856612.0,-6797448.0,0.616253510103922,0.16867325784976997,-2.394087152785752,1.1116296888338237,0.529658147495738,0.09443300166375902,-0.8459488031390604,-1621403.0,0.012143944268749601,-0.3276996812730794,1
0001104659-25-116870,20241231,198030309.0,120564616.0,117521935.0,1277965.0,211129756.0,1382024.0,107203000.0,-4914818.0,100788.0,-3765588.0,26750000.0,230308.0,-13099447.0,4.480034480676112,4.454767008699825,-2.8400987408173783,1.0661486974703454,0.4376226618267711,0.0005089523947569057,-0.007694065253288937,-31664818.0,-0.023278660919780536,-11.765660938526812,0
0001104659-25-121786,20241231,817779699.0,473744538.0,90431392.0,1277965.0,263912801.0,257365911.0,107203000.0,-40831305.0,41652311.0,-5114709.0,1020572.5,89908403.0,553866898.0,1.0440656908654504,0.3011209969393499,0.3896685821411735,0.3227186995748595,0.46327495106325045,0.05093341281390748,0.07520274482985982,-1621403.0,-0.15471513638324805,-0.16380196653561693,1
0001104659-25-122321,20241031,107320000000.0,14520073.0,7324000000.0,3348000000.0,84395000000.0,12204998.0,107203000.0,9231000000.0,7100000000.0,-1630000.0,1640000000.0,51716000000.0,22836000000.0,0.8311600980251587,0.2999388915531042,1.5466471478349484,0.7863865076407007,0.13728826668729213,0.06615728661945583,0.3109125941495884,7591000000.0,0.10937851768469696,-5.017365509658911,0
0001104659-25-122321,20251031,105996000000.0,14520073.0,8276000000.0,3170000000.0,79989000000.0,12204998.0,107203000.0,7459000000.0,5027000000.0,-1630000.0,1360000000.0,45684000000.0,25950000000.0,0.8311600980251587,0.2999388915531042,1.4066918471546652,0.7546416845918714,0.1100385255231591,0.04742631797426318,0.19371868978805395,6099000000.0,0.0932503219192639,-3.9843292581850367,0
0001104659-25-122363,20241031,62514600000.0,14520073.0,1621900000.0,2489300000.0,56287400000.0,12204998.0,107203000.0,1631300000.0,581400000.0,-1630000.0,1020572.5,4940200000.0,6226200000.0,0.8311600980251587,0.2999388915531042,2.306617938213759,0.9003880693470006,0.11768754301445286,0.00930022746686374,0.09337958947672738,-1621403.0,0.028981619332212893,0.7152285609766796,2
0001104659-25-122363,20251031,59990600000.0,14520073.0,1619300000.0,2450900000.0,54059500000.0,12204998.0,107203000.0,1995800000.0,702900000.0,-1630000.0,1020572.5,4935100000.0,5929800000.0,0.8311600980251587,0.2999388915531042,2.3141757273574317,0.9011328441455828,0.14242872484853397,0.01171683563758322,0.11853688151371042,-1621403.0,0.03691858045301936,0.717652420120512,2
0001108134-24-000003,20221231,1078272000.0,14520073.0,12180000.0,42660000.0,10708802000.0,12204998.0,107203000.0,110739000.0,92533000.0,-1630000.0,1495000.0,108023000.0,401000.0,0.8311600980251587,0.2999388915531042,10.192652595915082,9.931447723765432,0.8566046119807819,0.08581600931861348,230.75561097256858,109244000.0,0.0103409326271977,3.2779897209955924,2
0001108134-24-000003,20231231,12430821000.0,14520073.0,12180000.0,5697000.0,11418600000.0,12204998.0,107203000.0,157156000.0,69598000.0,-1630000.0,1820000.0,411829000.0,-385000.0,0.8311600980251587,0.2999388915531042,-7.104752126839216,0.918571669562292,0.16899732656029565,0.005598825693009336,-180.77402597402596,155336000.0,0.013763158355665318,-2.4160451031891066,0
0001108134-25-000003,20231231,12430821000.0,14520073.0,12180000.0,1277965.0,11418600000.0,12204998.0,107203000.0,157156000.0,69598000.0,-1630000.0,1820000.0,62050000.0,-225319000.0,0.8311600980251587,0.2999388915531042,-3.9450221725847068,0.918571669562292,1.1216438356164384,0.005598825693009336,-0.30888651201185874,155336000.0,0.013763158355665318,-1.4032873964189765,0
0001108134-25-000003,20241231,1297837000.0,14520073.0,12180000.0,1277965.0,11105984000.0,12204998.0,107203000.0,125206000.0,61003000.0,-1630000.0,4568000.0,400000000.0,562000.0,0.8311600980251587,0.2999388915531042,9.89154337229636,8.557302650486925,0.1525075,0.04700359136008605,108.54626334519573,120638000.0,0.01127374215558027,3.1562612497298685,2
0001108426-24-000008,20221231,9257377000.0,3429000.0,2985000.0,29643000.0,1061378000.0,148765000.0,1076875000.0,354933000.0,103898000.0,261487000.0,1020572.5,2249555000.0,181240000.0,0.022788143159293252,0.019866550261778967,1.925153603481412,0.11465213094378678,0.0461860234579728,0.011223265510305997,0.5732619730743765,-1621403.0,0.33440772279056097,1.9880166707709994,2
0001108426-24-000008,20231231,10252605000.0,71210000.0,2215000.0,190355000.0,7842025000.0,839194000.0,2061558000.0,214612000.0,36185000.0,-4972000.0,1020572.5,0.0,391531000.0,0.0814465496453455,0.002635960167318091,3.0459085831896893,0.7648812179928905,-0.0472917516538927,0.003529346931828545,0.092419246496446,-1621403.0,0.02736691097006194,2.312419274495511,2
0001108426-25-000014,20231231,6813065000.0,71210000.0,64000.0,1277965.0,4800761000.0,839194000.0,999151000.0,-31368000.0,87818000.0,150018000.0,1020572.5,1403948000.0,1237661000.0,0.0814465496453455,7.626074505677503e-05,1.5849194115262817,0.7046404224823923,0.06255074974286796,0.012889646583439319,0.07095480911170345,-1621403.0,-0.006533964094442527,1.847042011366292,2
0001108426-25-000014,20241231,3649125000.0,15402000.0,233000.0,1277965.0,8616919000.0,291074000.0,331726000.0,213616000.0,192212000.0,180900000.0,1020572.5,1379088000.0,64000.0,0.05156191850810793,0.0008001635095641745,11.810362498015909,2.36136580687151,0.13937616743819103,0.05267344911451375,3003.3125,-1621403.0,0.024790299177699128,5.17564660047142,2
0001125345-24-000060,20221231,280468000.0,222180000.0,108884000.0,0.0,138455000.0,48611000.0,107203000.0,-86959000.0,-119758000.0,-121418000.0,3623000.0,300000.0,142013000.0,1.7174974628816029,1.175543868985474,0.6805410337518157,0.493657030392059,-399.1933333333333,-0.42699345379865083,-0.8432889946695021,-90582000.0,-0.6280668809360442,-2.06924289475642,0
0001125345-24-000060,20231231,298418000.0,251339000.0,100956000.0,1430000.0,145805000.0,56108000.0,107203000.0,-78205000.0,-9058000.0,-168244000.0,1764000.0,0.0,152613000.0,1.7010243098102709,1.029374960739023,0.6705898829649322,0.4885931813764585,-0.0472917516538927,-0.03035339691305484,-0.05935274190272126,-79969000.0,-0.5363670656013169,-1.9380255075766417,0
0001125345-25-000042,20231231,298418000.0,251339000.0,100956000.0,1430000.0,145805000.0,56108000.0,107203000.0,-78205000.0,-9058000.0,-168244000.0,1764000.0,5600000.0,-6000.0,1.7010243098102709,1.029374960739023,-7.104752126839216,0.4885931813764585,-1.6175,-0.03035339691305484,1509.6666666666667,-79969000.0,-0.5363670656013169,-4.434628725695021,0
0001125345-25-000042,20241231,261655000.0,217490000.0,182840000.0,1115000.0,145598000.0,55530000.0,107203000.0,-68373000.0,-66966000.0,-110578000.0,3706000.0,7000000.0,116057000.0,1.5926216373213158,1.4569006730931224,0.812945392403623,0.5564502875924404,-9.566571428571429,-0.25593243010834876,-0.5770095728822906,-72079000.0,-0.4696012307861372,-2.431947820309381,0
0001126234-24-000025,20221231,72292000.0,72009000.0,56007000.0,1277965.0,12708000.0,6708000.0,107203000.0,-26623000.0,-31062000.0,-32040000.0,1020572.5,1523000.0,-170000.0,2.462558298300743,2.2352998095156753,-4.327477271047867,0.17578708570796214,-20.39527248850952,-0.42967409948542024,182.71764705882353,-1621403.0,-2.0949795404469627,-6.390169357625366,0
0001126234-24-000025,20231231,40638000.0,40035000.0,35078000.0,1277965.0,13333000.0,7030000.0,107203000.0,-31095000.0,-34034000.0,-36614000.0,1020572.5,2051000.0,0.0,1.90134291917661,1.7900510405665049,0.4280491536844271,0.3280919336581525,-16.593856655290104,-0.8374920025591811,0.0,-1621403.0,-2.3321833045826144,-3.496286273521994,0
0001133421-24-000006,20221231,43755000000.0,12488000000.0,2577000000.0,1277965.0,28443000000.0,11587000000.0,11805000000.0,2901000000.0,4896000000.0,14000000.0,1435000000.0,213000000.0,15312000000.0,0.731290177669264,0.20081975423473203,1.0499690572771958,0.6500514226945492,22.985915492957748,0.11189578333904697,0.31974921630094044,1466000000.0,0.10199346060542137,-0.4835103729460427,0
0001133421-24-000006,20231231,46544000000.0,13706000000.0,3109000000.0,1277965.0,31749000000.0,11942000000.0,13786000000.0,3875000000.0,2056000000.0,97000000.0,1775000000.0,85000000.0,-128000000.0,0.7644039977423964,0.23138283604542495,-5.517609761670758,0.682128738398075,24.188235294117646,0.04417325541423169,-16.0625,2100000000.0,0.12205108822325113,-3.1352610407640875,0
0001133421-25-000006,20231231,46544000000.0,13706000000.0,12180000.0,1277965.0,31749000000.0,11942000000.0,13786000000.0,3875000000.0,2056000000.0,1130000000.0,1775000000.0,776000000.0,-128000000.0,0.7644039977423964,0.2999388915531042,-5.517609761670758,0.682128738398075,2.649484536082474,0.04417325541423169,-16.0625,2100000000.0,0.12205108822325113,-3.236576300226146,0
0001133421-25-000006,20241231,49359000000.0,14274000000.0,12180000.0,1277965.0,34069000000.0,14128000000.0,14692000000.0,4388000000.0,4174000000.0,1254000000.0,1767000000.0,91000000.0,15297000000.0,0.698300921361217,0.2999388915531042,1.1716051973844035,0.6902287323487105,45.86813186813187,0.08456411191474705,0.2728639602536445,2621000000.0,0.12879744048842057,-1.3999447403975955,0
0001137774-24-000045,20221231,78010000000.0,14520073.0,1396000000.0,1277965.0,26296000000.0,12204998.0,9047000000.0,5158000000.0,-209000000.0,-1630000.0,1020572.5,425000000.0,14343000000.0,0.8311600980251587,0.2999388915531042,1.0414661783561978,0.337084989103961,-0.49176470588235294,-0.002679143699525702,-0.014571568012270794,-1621403.0,0.19615150593246122,0.3024859926557544,1
0001137774-24-000045,20231231,721123000000.0,14520073.0,9117000000.0,1277965.0,13998000000.0,12204998.0,16938000000.0,6510000000.0,2488000000.0,-1630000.0,1020572.5,9596000000.0,619954000000.0,0.8311600980251587,0.2999388915531042,0.02232796005364343,0.019411390289867332,0.25927469779074613,0.003450174242119583,0.004013200979427506,-1621403.0,0.46506643806258036,-0.028627341842455988,1
0001137774-25-000044,20231231,51088000000.0,14520073.0,8709000000.0,1277965.0,27602000000.0,12204998.0,18162000000.0,2879000000.0,2488000000.0,-1630000.0,1020572.5,15538000000.0,27820000000.0,0.8311600980251587,0.2999388915531042,0.6892214403432312,0.5402834325086125,0.16012356802677308,0.04870028186658315,0.08943206326383897,-1621403.0,0.10430403593942468,0.1918738580950282,1
0001137774-25-000044,20241231,803096000000.0,14520073.0,1051000000.0,1277965.0,17262000000.0,12204998.0,19187000000.0,8502000000.0,2727000000.0,-1630000.0,1020572.5,8077000000.0,743738000000.0,0.8311600980251587,0.2999388915531042,0.022944535585789533,0.021494316993236177,0.33762535594899096,0.0033956089931963303,0.003666613780659318,-1621403.0,0.49252693778241224,-0.028426148224257035,1
0001138118-24-000006,20221231,20513000000.0,8529000000.0,1318000000.0,1277965.0,18204000000.0,2346000000.0,1086000000.0,1629000000.0,1407000000.0,578000000.0,1020572.5,-16000000.0,7853000000.0,1.5337548267434642,0.44584369658060014,1.1993908217210112,0.8874372349241945,-87.9375,0.06859064983181397,0.17916719724945881,-1621403.0,0.08948582729070534,-0.6859071816559212,0
0001138118-24-000006,20231231,53000000000.0,8884000000.0,1265000000.0,1277965.0,13481000000.0,1905000000.0,2804000000.0,480000000.0,986000000.0,1117000000.0,1020572.5,952000000.0,8267000000.0,1.7340450879905387,0.509249579310525,0.9672501130131357,0.2543584905660377,1.0357142857142858,0.01860377358490566,0.1192693842990202,-1621403.0,0.035605667235368295,-1.1306035013708762,0
0001138118-25-000005,20231231,53000000000.0,9666000000.0,1265000000.0,1277965.0,19193000000.0,8243000000.0,2804000000.0,480000000.0,986000000.0,1117000000.0,1020572.5,4393000000.0,8267000000.0,0.7759390244535119,0.14276919416685702,1.2004587140692864,0.3621320754716981,0.2244479854313681,0.01860377358490566,0.1192693842990202,-1621403.0,0.025009117907570468,0.6650279917633384,2
0001138118-25-000005,20241231,55404000000.0,3804000000.0,1114000000.0,1277965.0,15191000000.0,3378000000.0,3245000000.0,1708000000.0,968000000.0,1413000000.0,1020572.5,-17000000.0,8411000000.0,0.7542940774182827,0.2850142184905884,1.0317910812232567,0.2741859793516714,-56.94117647058823,0.017471662695834236,0.11508738556652004,-1621403.0,0.11243499440458166,0.42880618305997303,1
0001139020-25-000021,20221231,21117.0,21117.0,21117.0,1277965.0,9250.0,9250.0,107203000.0,-21187.0,-28687.0,-1630000.0,1020572.5,0.0,11867.0,1.1887329409616312,1.1887329409616312,0.5763169646111023,0.4380357058294265,-0.0472917516538927,-1.3584789506085144,-2.4173759164068427,-1621403.0,-2.2904864864864867,-1.659398469014765,0
0001139020-25-000021,20231231,37307.0,37307.0,37307.0,1277965.0,8500.0,8500.0,107203000.0,-5560.0,-7560.0,-1630000.0,1020572.5,0.0,28807.0,1.6843707543732136,1.6843707543732136,0.25856256343849826,0.2278392794917844,-0.0472917516538927,-0.2026429356421047,-0.26243621342034923,-1621403.0,-0.6541176470588236,-3.1322719710819436,0
0001139020-25-000209,20220731,178524.0,10096.0,96.0,1277965.0,357575.0,357575.0,107203000.0,130209.0,0.0,-1630000.0,1020572.5,1328.0,-179051.0,0.027843386213052178,0.00026843911207186463,-1.0976307085807477,2.002951984046963,0.0,0.0,-0.0,-1621403.0,0.36414458505208697,1.0670158290823526,2
0001139020-25-000209,20230731,133814.0,10000.0,0.0,1277965.0,376630.0,376630.0,107203000.0,7578.0,0.0,-1630000.0,1020572.5,0.0,-242816.0,0.026204890182485674,0.0,-0.936521575327215,2.814578444706832,-0.0472917516538927,0.0,-0.0,-1621403.0,0.020120542707697208,1.1313922199295754,2
0001139020-25-000217,20230731,133814.0,10000.0,0.0,1277965.0,376630.0,376630.0,107203000.0,7578.0,-63764.0,-1630000.0,1020572.5,0.0,-242816.0,0.026204890182485674,0.0,-0.936521575327215,2.814578444706832,-0.0472917516538927,-0.47651217361412107,0.2626021349499209,-1621403.0,0.020120542707697208,1.1318423428875104,2
0001139020-25-000217,20240731,156728.0,10000.0,0.0,1277965.0,414107.0,414107.0,107203000.0,24000.0,-14563.0,-1630000.0,1020572.5,0.0,-257379.0,0.023861387347390323,0.0,-0.9589434601478871,2.642201776325864,-0.0472917516538927,-0.09291894237149712,0.05658192781850889,-1621403.0,0.05795603551739043,1.1249079388821988,2
0001139020-25-000234,20231231,37307.0,37307.0,37307.0,1277965.0,8500.0,8500.0,107203000.0,-8310.0,-7560.0,-1630000.0,1020572.5,0.0,28807.0,1.6843707543732136,1.6843707543732136,0.25856256343849826,0.2278392794917844,-0.0472917516538927,-0.2026429356421047,-0.26243621342034923,-1621403.0,-0.9776470588235294,-3.132244622133007,0
0001139020-25-000234,20241231,22792.0,22792.0,22792.0,1277965.0,8500.0,8500.0,107203000.0,-14515.0,0.0,-1630000.0,1020572.5,0.0,14292.0,1.3032963103265633,1.3032963103265633,0.46670965703444384,0.37293787293787295,-0.0472917516538927,0.0,0.0,-1621403.0,-1.7076470588235295,-2.0127037178540466,0
0001139020-25-000309,20220731,417347.0,38291.0,13291.0,1277965.0,443728.0,443728.0,107203000.0,-445186.0,0.0,-643916.0,1020572.5,1328.0,-26381.0,0.08277177026499175,0.02951320342647554,-2.880320528633236,1.0632111887709748,0.0,0.0,-0.0,-1621403.0,-1.0032857967042874,0.37205767431091646,1
0001139020-25-000309,20230731,351802.0,25032.0,32.0,1277965.0,476750.0,476750.0,107203000.0,-70259.0,-75954.0,-155567.0,1020572.5,0.0,-124948.0,0.0511735179435322,6.711888014668241e-05,-1.5718580075549127,1.3551656897914168,-0.0472917516538927,-0.21589985275808551,0.6078848801101258,-1621403.0,-0.14737073938122705,0.8793496143460715,2
0001139020-25-000324,20230731,351802.0,25032.0,32.0,1277965.0,476750.0,476750.0,107203000.0,-70259.0,-79613.0,-155567.0,1020572.5,0.0,-124948.0,0.0511735179435322,6.711888014668241e-05,-1.5718580075549127,1.3551656897914168,-0.0472917516538927,-0.22630058953615956,0.6371690623299292,-1621403.0,-0.14737073938122705,0.8793593879341621,2
0001139020-25-000324,20240731,396890.0,25039.0,39.0,1277965.0,578363.0,578363.0,107203000.0,-53993.0,-30334.0,-161524.0,1020572.5,0.0,-181473.0,0.0423819420431623,6.742942605417152e-05,-1.4319957382123827,1.4572375217314621,-0.0472917516538927,-0.07642923732016428,0.16715434251927283,-1621403.0,-0.09335486537001848,0.9358912524701799,2
0001140361-24-009921,20221231,526762000.0,473977000.0,402472000.0,5409000.0,187859000.0,100835000.0,107203000.0,-49209000.0,0.0,-51708000.0,2203000.0,174361000.0,1082833000.0,1.7405575132218691,1.6077148042996323,0.1599808791301228,0.3566297492985447,0.0,0.0,0.0,-51412000.0,-0.2619464598448837,-3.0741499323800974,0
0001140361-24-009921,20231231,597001000.0,528820000.0,442626000.0,5154000.0,228158000.0,139021000.0,107203000.0,2940000.0,0.0,-59649000.0,5425000.0,249428000.0,368843000.0,1.5694251203962744,1.4312387336524857,0.4815477091871438,0.38217356419838494,0.0,0.0,0.0,-2485000.0,0.012885807203779838,-2.5257202145703412,0
